barcode,name
6954495709815 ,男袜
6933049431754 ,男袜
4897058471526 ,小猪佩奇牛礼盒奶曲奇
6925158423263 ,水果奶片68g
6971050380074 ,东北大板猪肉酸菜饺子
6948195862192 ,盘锦大米
6911988027238 ,70g纯切薯片麻辣小龙虾味
6971050380029 ,猪肉芹菜速冻水饺
4897049812345 ,乐缇思铜锣烧红豆
4897076061167 ,台湾米饼蛋奶味
6923287612008 ,普丰紫薯脆
6923287612015 ,普丰红薯脆
4897055393944 ,小猪佩奇署脆礼盒
6931484820973 ,镜子
6921204802679 ,葱伴侣六月香甜面酱
6914782102088 ,新年元宝糖
7804657863147 ,欧业红葡萄酒
6909493801016 ,好多圈苹果+香草
6923072011900 ,千尚毛巾
6907992514475 ,红枣核桃植物蛋白饮料
6912003021453 ,2145E格
8888075017152 ,好彩爆珠
6924168102434 ,味之选年货红瓜子
4897049224421 ,小猪佩奇日记手工曲奇
6950546560039 ,孩童方巾
4897055394040 ,小猪佩奇乐分享
6922797811819 ,三角唛金玉满堂
6923450602638 ,瑞士糖混合水果口味413g/罐
9555622100252 ,众合美滋黑糖话梅糖
6940889802378 ,英雄扫把
6915961555923 ,留芒日记
6942278031499 ,创美佳拖把加长扁头
6937247901064 ,简单套装水果刀
4897087980044 ,保护
8809424980262 ,魔谷魔谷菠萝味
6932365570536 ,乌力格酸奶酪丹
6954921701147 ,18801男拖鞋
6937266700853 ,舒适双层润滑超值组合装
4897051150220 ,富奇乐猪肉脯香辣味
4892214054605 ,道地甘橘
921168593002 ,农夫山泉莫牙泉
6949805176753 ,7675男拖鞋
6947729700580 ,秒充
6970831492456 ,天天向上即食拉面香辣味
6925933801187 ,奥特曼蛋
6950473711252 ,佳洁贝牙刷
4897087980044 ,长崎蛋糕
4897051150251 ,富骑乐猪肉脯蜜汁味
4897075980124 ,炫彩杯红
4897058720006 ,波比蛋
6932265016271 ,酱味松
6970625580024 ,民宏小萝卜头
6970831492463 ,天天向上即食拉面烧烤味
6909493801023 ,好多圈芒果草莓味
6959798809231 ,小黄人风扇
6949805192784 ,9278男拖鞋
6923450662953 ,绿箭无糖薄荷糖草莓味
6938295600909 ,雅达奇妙杯
4897055399311 ,小猪佩奇冒险蛋
6953957902801 ,多拉A梦口哨糖
6970998350156 ,海泰未来手圈
4897055399342 ,大棒棒糖
8000105000419 ,AD一口酥2
8000105000143 ,AD一口酥1
4897051150275 ,富骑乐猪肉脯黑椒味
4897049812338 ,乐缇思铜锣烧
6970948760110 ,山药薄片酱香味
6952625802375 ,辣火鸡
922731800817 ,abc
901028942898 ,金色好日子
6912044001926 ,1
6935274482532 ,面筋
710199087701 ,点心面
489338008761 ,黑人牙膏
19224446 ,
6931008486623 ,汉堡橡皮糖
6924138002122 ,麦阿姨香菇蛋面600G
6925526603495 ,百年糊涂酒银世纪（省外）
6951981904853 ,
4897050172414 ,
4897050172421 ,
6952748717068 ,乐客乐克优酪果冻(蜜桃味)384g(32g*12杯)
6944876401414 ,椰奶卷蛋糕
6902227011859 ,加拿饼(国产)
6923616970069 ,
6952700000085 ,积木
6951981904846 ,
6921941800150 ,
6970430621110 ,雪花杨梅
6923616905153 ,澳式威化草莓
6936152002385 ,
6952748717563 ,乐客乐克芒果味优酪果冻
6923616905160 ,澳式威化什果
6970833650021 ,水果蒸蛋糕
6950041400113 ,电话机
6933099300130 ,芝士蛋糕
6937882748062 ,马铃薯条蟹黄味
6943215326289 ,超星萌宠
6921941800150 ,山椒凤瓜
6951981904846 ,瑞士糖
4897050172421 ,泡芙饼干（进口）
6923616970069 ,澳式威化夹心饼干
6921836387551 ,吸塑梳
6951981904853 ,榴莲糖
6943732900528 ,机器人
6936643900046 ,营养燕麦片牛奶加钙
6936643900053 ,营养燕麦片纯香原味
6928417204856 ,如意360抽取式
6970006820046 ,泡椒凤爪
6931008491597 ,冰糖杨梅
6955141200069 ,面条
6934986701931 ,奶油味瓜子
6936684800145 ,盐津陈皮
6921814704844 ,百香果
6934986701948 ,三毛嗑吧甘草味爪子
6943466901877 ,正宗话梅
6970088310077 ,开花饼
6950023200007 ,香葱梳打饼
4897050172414 ,泡芙饼干（进口）
6970441530036 ,口吧面包
6936684801586 ,清润柑桔
6931937501268 ,乡里人素牛板筋
6924226352115 ,台湾高粱酒52度150ml
6902312303586 ,榄菊全效洗护除菌洗衣液
6958447401901 ,泡鸭爪
6943466902294 ,原味小花生
6931008495748 ,亿心韩话梅
9347355002084 ,苏打饼
6937364282732 ,一次性小筷子
6901028155571 ,哈德门
6923490620401 ,香辣脆香卷
6922498668750 ,上汤排骨面
6923287612503 ,棉花糖
6931008495687 ,亿心情人梅
6933432680363 ,壕吃金针菇
6931008491610 ,日晒乌梅
6943466901051 ,焦糖味花生
6940948600013 ,龙耳酥
6931008491016 ,泡椒萝卜
6926634131733 ,多味花生
6936684802781 ,姜汁软糖
6922444778434 ,红豆棒
6943466900382 ,维巧红糖
19224446 ,元素棒
6950023200885 ,港@曲奇
6928905300305 ,然食用盐
6947185752222 ,佳洁士
6928079810631 ,榴莲味糖
6925900423138 ,时时香
6926641100210 ,紫薯味面包
6936684802620 ,马赛克瑞士糖
6938794981035 ,功夫龙内裤
6959241700917 ,辣味
6900916200270 ,珍茗山泉饮用天然净化山泉水
6928521662986 ,
6928521662986 ,杯具
33334444 ,12345678
565562562 ,哦就是看你死扣死扣死扣死扣送就是咯摸头语音聊天继续教育空气空气扣扣空虚寂寞死扣死扣死扣肉看小说
6971009030029 ,
6925696400771 ,120g天天见面泡椒素牛筋
6933099300161 ,蒸蛋糕（盒装）
6926634130750 ,
6934379239997 ,
6951981909926 ,
6939319707864 ,
6922734223293 ,
6934379239997 ,鸡爪
6937136978818 ,七度少女20片日夜快易超薄网（棉）P
6922507822678 ,陈克明精细鸡蛋挂面
6943466901952 ,香辣龙头鱼
6921757581533 ,开心果
6951981905195 ,棉花糖
6901028165914 ,小目标
6930069606049 ,朝丰奶油花生
6902226688458 ,七日香柠檬润唇膏
6939319707864 ,芝麻干
19515926 ,卫龙
6912567128070 ,多才花生
6926190800043 ,香辣风味腌制料
6970412130593 ,一次性碗
6951981909926 ,夏威夷果
6959771001331 ,香葱味薯饼
6903244372510 ,七度空间少女系列纯棉表层透气日用超薄卫生巾245mm28片
6921757582639 ,梅心棒棒糖原味
6948797203898 ,上上好猫耳酥-芝麻味
6936882700018 ,全统俏指脆饼干（牛奶高钙）
6970890090037 ,串串香
6948480254220 ,苹果数据线
6956524800289 ,酱烤辣味烤鸡腿
970308420029 ,拿铁
6956524800241 ,烤鸭翅
937221717506 ,贤哥
601028000826 ,软经典
6911316720039 ,阿尔卑斯混合装奶糖
6921757583773 ,花样软糖
6925955811591 ,香橙果酱味饼
6936768011306 ,佐酒花生
6970813650010 ,鸡爪
6943827613883 ,希腊酸奶
6924762312888 ,心宠造型饼干（普通型韧性饼干）
6925955811645 ,蓝莓果酱味饼
4897085300028 ,丽芝士威化饼干
6923644285760 ,蒙牛旋顶杯
6901028092821 ,人民大会堂
6971213220063 ,面包
6937760700496 ,老北京
6937760700632 ,红豆志冰棍
931780720885 ,啊
6943827613753 ,老酸奶风味
6956052900840 ,香辣鱼仔
628804011142 ,可口可乐
601035616065 ,青岛
6948797204796 ,乡巴老
6956052900116 ,椒骄酱汁鱼
6948797204161 ,泡风爪
692804011128 ,可口可乐
6949602576756 ,
6949602576770 ,
6927342936122 ,612多用米筛
6938606083551 ,C-8355 网棉清洁块（2片）
3198882786390 ,
6936382005569 ,
6936879200088 ,
6951691122936 ,
6940739033013 ,
6949602576763 ,
3198822000944 ,
6902088718003 ,
6923649123395 ,
6943269290079 ,
6955854601184 ,
6931963600416 ,
6948849400213 ,
6926292516682 ,日美指甲钳  型号:RMA6423
6936329477305 ,
6945572721509 ,乐客格纹随手杯
6938606083711 ,C-8371 钢丝球2个装
6931444922853 ,SM2285顺美玲珑方形皂盘2285
6931937508670 ,
6937287303088 ,
6931743000535 ,咖啡杯
6938606083728 ,C-8372 钢丝球四个装
6958340604904 ,
6938606081601 ,C-8160 平口式垃圾袋
6922357114046 ,七匹狼时尚休闲男袜
6939621401214 ,水果切片系列2
6926625200103 ,果町雪糕棒棒糖
6944568250276 ,奥玛斯中垃圾袋
6949230400959 ,嘉立信桶
6955854695633 ,
6923485100383 ,
6901028183222 ,山茶(高精②)
6956706881518 ,
6938606080710 ,
6936592900272 ,100克闲时透明盒绿茶
6923485102578 ,
6958682601623 ,
6954446303338 ,手撕蹄筋
6923485101533 ,
6936382008010 ,
6941651900223 ,安吉13cm不锈钢碗
6931743000887 ,烟缸
6949456700406 ,
6956928800847 ,
6938497415523 ,
6930662099651 ,振信9965强力六连粘钩
6933078890317 ,9031强力粘钩
6956060803874 ,
6955854695589 ,
6923055500070 ,
6931008485626 ,
6938606081182 ,C-8119 卷装保鲜膜30cm*30m
6956706899377 ,欢乐趣味玩具
6923485101007 ,
6923485102295 ,
4897049720237 ,
6935563600234 ,
6956706881518 ,传奇恐龙蛋
6927645503120 ,阳春挂面
6951691122936 ,160ml流行e派红糖
6955854601184 ,正牛901不锈钢电热管1100
6956928800847 ,薄
6904417012462 ,猫
6936382005569 ,好管家Q009袋装木棉签约70支
6942278032014 ,创美佳细支牙签400支
6949602576763 ,加煌麻辣笋尖80g
6936592900043 ,70克闲时立体绿茶
4897049720237 ,注心饼
6931963600416 ,350ml丰衣足食女生红糖
6935924406383 ,积木蛋恐龙新世纪
6923485101533 ,玩明糖惊喜蛋男/女孩
6923485100338 ,炫彩直升机
6954004250470 ,泰然长柄儿童调羹047
6924922300021 ,肉松馅饼
6923485102578 ,玩明糖灌篮王
6971147070031 ,公主旅行包
6923485102295 ,梦幻战神陀螺
6923649123395 ,家洁3395衣叉
6935630980382 ,莱土雅8038(纯棉色男平角裤)
6931963600522 ,450ml丰衣足食单晶冰糖
6938606080710 ,巧妙c---8071加厚型保暖口罩
6931008490316 ,185加减乘除眼睛哥韩话梅
6958682601623 ,净康1623圆形罐装450支牙签
6920174749281 ,立白手洗专用洗衣液(瓶装)
654767410173 ,小可乐
6970845730001 ,水依生植物饮料
6923485102592 ,玩明糖葫芦宝贝
6949602576770 ,80ml加煌香辣笋尖
6970256230015 ,时尚一次性口罩
6926373103114 ,业成户扁柄桃木铲3001
6926373102117 ,业成16cm汤盆2002
6948630802578 ,业成yc---3021喜悦小号圆匙
6954004250357 ,泰然s035中号饭勺
6923523297808 ,健康美肌沐浴露（木瓜美白）/（橄榄滋润）
6920436200048 ,古榕桂林腐乳（香白）
6970275590077 ,果园郎梅子醋饮料
6948849400213 ,广海16cm单柄奶锅
3198822000944 ,英雄555彩色扫352(木柄)
6942810553212 ,卫生刷
6940531250823 ,镜子
6923485101007 ,雅尚音乐摩托车
6902227014386 ,嘉顿时时食夹心饼干咖啡味+柠檬味+巧克力味
6926695420142 ,雪芙豆堡面包
6920436200543 ,古榕桂林腐乳（香辣）
6958340604904 ,双业0490麦香杯
6936592900753 ,90克闲时平包雨前毛尖
6948849400275 ,广海30CM单底电磁炉火锅
6931008485626 ,开心冰糖
6920768270016 ,034美式不碎盆
6923649123814 ,家洁扫把2381
6940889801692 ,英雄6988欧美拉圾铲(铁柄)
6944364131199 ,拓靓挤水拖
6954004290124 ,烟灰缸
6925976116231 ,唇膏
6933890350808 ,青苹果蓝色杯
6931963600515 ,480ml丰衣足食幼沙糖
6956060803874 ,青瓷小马克杯
6936382007600 ,好管家单对儿童筷0760
6938495725150 ,3.6寸汉碟
6948630899110 ,业成9902筷套装
6926895082362 ,好女人8236桶
6938175900426 ,冠香园蜂蜜蛋糕
6936382010006 ,好管家k1000时尚竹制印花筷子
6923485100383 ,雅尚旋转游乐园
6943438078552 ,乡吧佬118g五香瓜子
6938520400403 ,TZ-042 台尊瑶瑶系列
6939262601707 ,旺缘535胶碗彩色
6935107202917 ,jh-0291口杯
6938606081052 ,C-8105 加厚保鲜袋30*38CM*100只
6932312610018 ,新一代老婆饼
6927645503137 ,担担面挂面
6936592900050 ,70克闲时立体碧螺春茶
6951021104298 ,芝麻釉金奖杯十二生肖
6932898678891 ,鞋垫
6955854695633 ,正牛906纯正不锈钢电热管
6938134229780 ,雅加威012978(明根纯色男平脚盒裤）
6931937508670 ,鄉俚人
6940739033013 ,300ml加碘小米辣
6930788288083 ,女袜
6952393321146 ,女包袜
6935893820487 ,愉家水果刀
6931008490286 ,225ml加减乘除眼睛哥嘉应子
6931963600966 ,400ml丰衣足食黄冰糖
6938606083049 ,C-8304 超长保暖手套
6940739011110 ,湘汝 加典辣 辣介之王 280克
6926373108416 ,业成12cM管柄线漏8061
6938497415523 ,欣美达1552口杯(无盖)
642886307252 ,面包
6949602576756 ,135ml加煌香辣笋片
6920556900132 ,880-1高真空不锈钢保温杯
6931372421732 ,麦丽素
6937798118683 ,刺绣鞋垫
6955854695589 ,正牛8820电吹风1800W
6940889800503 ,英雄6391中号套扫(塑料柄)
690128000826 ,软经典
649128600072 ,花生
6938606082936 ,C-8293 饮料吸管100支/包(长21CM 直径0.5CM)
6902088718003 ,奥妙
6926373102216 ,业成24cm深盘2012
6948630804633 ,业成乐多小号尖餐匙0706
6946110200289 ,40克会昌豆干（卤香味）
6946057621062 ,田大妈酸菜鱼全料
901285991219 ,水
6932898688555 ,鞋垫
610019009885 ,洗衣粉
6949419837125 ,情人铺子
6951079280111 ,奥健郎8011(明根纯色三角裤)
601028001618 ,双喜1906
948960100993 ,啤酒
6955913501257 ,美乐kT43小号高脚蒸架
901028000826 ,软经典
908946287650 ,可乐
6949579961111 ,毛巾
491132011103 ,南洋
6923485101977 ,侠客荣耀之发音刽
6948630806071 ,业成18cm高档沙光深盘304材质
6938204510008 ,紫微毯业2
6936382000021 ,燕缘袋装铁木筷
6957167203024 ,花漫多A_0302舒适梳
6936329477305 ,帅气狼L730
6945036505881 ,万昌
6938606080758 ,巧妙c---8075一次性防护口罩
6945572788274 ,乐客萌熊时尚玻璃杯
601028180559 ,黄鹤楼
6952652601187 ,橡棋
625303770563 ,汤达人
6931963600423 ,350ml丰衣足食姜汁红糖
6924748901044 ,佳美强力衣夹
656416200029 ,大橙子
6926865522089 ,2208衣刷
6970856360273 ,火鸡面
6956706897076 ,趣味玩具
6943489801123 ,海发1.6L直型双层保温提锅
6938606081007 ,C-8100 背心型保鲜袋28*35CM*100只
6938606080253 ,C-8025 精品浴花
695728300282 ,鸭翅
6938684601623 ,笔盒
6948270770039 ,穿垃圾
6949419837095 ,爆米花
6925201710173 ,火机
6948630801250 ,业成YC----0306时尚乐运水果叉
6970764390010 ,毛巾
693722170976 ,竹笋
6946378708015 ,精梳棉隐形袜
6951684102037 ,大锁
6937032800473 ,毛巾
6945022150156 ,金穗谷
6935877720284 ,圾桶
6933125611216 ,枸杞
6933156600029 ,鞋油
6956706895317 ,传奇捕鱼小能手
6945572721523 ,乐客萌狐太空杯
3464304769 ,牙膏
6951880126202 ,一次性快子
6956060804918 ,创意动物带匙杯
6921734902467 ,得力0246订书机(混)
926088107209 ,毛巾
6935893821736 ,水果刀
6951880172391 ,洗碗布
6926088107926 ,毛巾
6955646400285 ,400妮全雅动感沙宣丝质顺滑
6920930379219 ,9050-36
6956706895379 ,欢乐趣味玩具
6952393355547 ,男袜
6931008485619 ,215m加减乘除开心红糖
6936380623093 ,削笔机
6954712688015 ,纸牌
6938606081199 ,C-8119 卷装保鲜膜30cm*30m
920912351677 ,蛋黄派
6958906000188 ,贝奇枪
6926373102155 ,业成24cm汤盆2006
6926373103121 ,业成扁柄桃木粥勺3002
6932827100059 ,电饭锅
6936382008010 ,好管家0801碳化竹筷10双
6925702652026 ,男袜
6920907807943 ,白
6935567699166 ,雪鹰手工水饺
931780720885 ,天地一号
601028000642 ,经典
6951880172513 ,海绵
6926865500704 ,0070多用刷
6921468222336 ,夹心糖
6939414100553 ,木耶
944649700126 ,大怡
601028942928 ,软好日子
6938121602640 ,花生贵族
6925494300778 ,潮生
6920556900934 ,楚轩Cx一0093真空树叶子弹头500ml
926892516082 ,银路
6935622900169 ,新启动芒果汁
6928910190274 ,杯子
6956706891180 ,趣味玩具
6944591200385 ,牙签
6926388100252 ,香香公主
911988006462 ,暮片
6951684102259 ,小锁
6956505466107 ,男袜
696892516082 ,罐银露花生
625696400221 ,辣条
6904417012448 ,。ee
6949419844789 ,水果味气球糖
6944591201023 ,牙签
6970594650575 ,一罐糖果
6958214656121 ,滨
6958581600017 ,削笔机
6970899369028 ,橡皮
6970665690110 ,麻花
6926373102100 ,业成14cm汤盆2001
6948630802226 ,业成2203顺心彩色炒铲
6956060803157 ,吉利1430花12寸双耳烤盘
951957205755 ,劲子
6937168850519 ,海绵宝宝系列波浪直尺20cm
902312188817 ,无烟
6951880168899 ,浴条
6924994130663 ,好家风8抽
6922829024095 ,洗手
6951880128862 ,浴球
6957167202300 ,花漫多FM3003木棒卷发梳
6935342010728 ,小脆丁
6926373102131 ,业成20cm汤盆2004
6926373102193 ,业成20cm深盘2010
6941651900339 ,安吉双层百合碗12cm
6940306800017 ,拿破仑
6948630808402 ,业成1.5厘6公分加深汤壳
6943429211128 ,
888462550932 ,
6944330905038 ,550ml 康师傅包装饮用水
68905312 ,
69014277 ,
542154962 ,乐虎（瓶装）氨基酸维生素功能
